Original_Image,Augmented_Image,Augmentation_Type
celebdf_train_id27_id22_0006_frame240_face4.jpg,aug_ai_01378.jpg,gaussian_blur
P338VK8IF0.jpg,aug_ai_01379.jpg,masking
VL9G4OSZQU.jpg,aug_ai_01380.jpg,noise_injection
0D9VWX8G4M.jpg,aug_ai_01381.jpg,horizontal_flip
dfdc_train_fake_aufmsmnoye_233_0.jpg,aug_ai_01382.jpg,brightness_shift
CECMV0O9XF.jpg,aug_ai_01383.jpg,brightness_shift
31I2FM3XSB.jpg,aug_ai_01384.jpg,horizontal_flip
NONBNA6O1H.jpg,aug_ai_01385.jpg,brightness_shift
M9FHHH3R7L.jpg,aug_ai_01386.jpg,color_jitter
dfdc_train_fake_eajlrktemq_226_0.jpg,aug_ai_01387.jpg,masking
fake_FaceShifter_328_320_1.jpg,aug_ai_01388.jpg,rotation
M84XCOJWG7.jpg,aug_ai_01389.jpg,masking
WZLPMP8G75.jpg,aug_ai_01390.jpg,horizontal_flip
1024_man_men_0190.jpg,aug_ai_01391.jpg,rotation
6B3WZ0YIOX.jpg,aug_ai_01392.jpg,brightness_shift
BNC70VP7P5.jpg,aug_ai_01393.jpg,horizontal_flip
celebdf_val_id38_id23_0001_frame240_face5.jpg,aug_ai_01394.jpg,masking
768_woman_SD_1456.jpg,aug_ai_01395.jpg,rotation
C2O4PIQOO7.jpg,aug_ai_01396.jpg,masking
celebdf_train_id55_id50_0001_frame0_face1.jpg,aug_ai_01397.jpg,horizontal_flip
fake_Deepfakes_175_159_0.jpg,aug_ai_01398.jpg,masking
celebdf_train_id3_id1_0004_frame480_face10.jpg,aug_ai_01399.jpg,brightness_shift
RU7PGNCUZM.jpg,aug_ai_01400.jpg,gaussian_blur
fake_Face2Face_797_844_1.jpg,aug_ai_01401.jpg,noise_injection
AYK31LHOYS.jpg,aug_ai_01402.jpg,brightness_shift
dfdc_train_fake_eebserckhh_8_0.jpg,aug_ai_01403.jpg,color_jitter
dfdc_train_fake_acxnxvbsxk_142_0.jpg,aug_ai_01404.jpg,rotation
FE3TJZNZEE.jpg,aug_ai_01405.jpg,noise_injection
8Q9ZOYR9GX.jpg,aug_ai_01406.jpg,masking
celebdf_train_id39_id40_0009_frame120_face3.jpg,aug_ai_01407.jpg,color_jitter
celebdf_train_id48_id47_0002_frame300_face6.jpg,aug_ai_01408.jpg,rotation
dfdc_train_fake_dvakowbgbt_148_0.jpg,aug_ai_01409.jpg,color_jitter
dfdc_train_fake_cwsbspfzck_232_0.jpg,aug_ai_01410.jpg,horizontal_flip
dfdc_train_fake_dzqwgqewhu_211_0.jpg,aug_ai_01411.jpg,gaussian_blur
SR493UWQL6.jpg,aug_ai_01412.jpg,masking
BGDBF7XIJY.jpg,aug_ai_01413.jpg,gaussian_blur
dfdc_train_fake_epymyyiblu_284_0.jpg,aug_ai_01414.jpg,rotation
DJDQY25853.jpg,aug_ai_01415.jpg,horizontal_flip
dfdc_train_fake_dqppxmoqdl_113_1.jpg,aug_ai_01416.jpg,brightness_shift
dfdc_train_fake_eqjscdagiv_171_0.jpg,aug_ai_01417.jpg,color_jitter
celebdf_train_id32_id29_0002_frame120_face3.jpg,aug_ai_01418.jpg,color_jitter
KFNYGL70TX.jpg,aug_ai_01419.jpg,horizontal_flip
G8A3EKELKA.jpg,aug_ai_01420.jpg,brightness_shift
P5Z472BIYR.jpg,aug_ai_01421.jpg,gaussian_blur
XA11RNDY1L.jpg,aug_ai_01422.jpg,noise_injection
1024_man_men_0053.jpg,aug_ai_01423.jpg,rotation
dfdc_train_fake_awnwkrqibf_118_0.jpg,aug_ai_01424.jpg,brightness_shift
6JYFBDB2LL.jpg,aug_ai_01425.jpg,masking
NP3BLR2JT7.jpg,aug_ai_01426.jpg,noise_injection
fake_NeuralTextures_126_104_0.jpg,aug_ai_01427.jpg,rotation
celebdf_train_id35_id23_0003_frame0_face1.jpg,aug_ai_01428.jpg,color_jitter
1024_woman_SD_0257.jpg,aug_ai_01429.jpg,brightness_shift
V49C3FT7XV.jpg,aug_ai_01430.jpg,masking
dfdc_train_fake_bnjcdrfuov_150_0.jpg,aug_ai_01431.jpg,gaussian_blur
dfdc_validation_fake_arkroixhey_104_0.jpg,aug_ai_01432.jpg,brightness_shift
EYBT3Q96TG.jpg,aug_ai_01433.jpg,rotation
C7SBIJOYSH.jpg,aug_ai_01434.jpg,gaussian_blur
dfdc_train_fake_avibnnhwhp_91_0.jpg,aug_ai_01435.jpg,noise_injection
fake_NeuralTextures_447_431_0.jpg,aug_ai_01436.jpg,noise_injection
dfdc_train_fake_augtsuxpzc_272_0.jpg,aug_ai_01437.jpg,horizontal_flip
fake_NeuralTextures_662_641_0.jpg,aug_ai_01438.jpg,masking
fake_Deepfakes_408_424_0.jpg,aug_ai_01439.jpg,rotation
512_woman_SD_0652.jpg,aug_ai_01440.jpg,noise_injection
N3VJBHZOFL.jpg,aug_ai_01441.jpg,horizontal_flip
dfdc_train_fake_drgjzlxzxj_22_0.jpg,aug_ai_01442.jpg,masking
dfdc_train_fake_acqfdwsrhi_142_0.jpg,aug_ai_01443.jpg,masking
L9J5UNZZ01.jpg,aug_ai_01444.jpg,gaussian_blur
dfdc_train_fake_cnilkgvfei_226_0.jpg,aug_ai_01445.jpg,masking
UVEMGDWPQY.jpg,aug_ai_01446.jpg,horizontal_flip
512_woman_SD_0620.jpg,aug_ai_01447.jpg,masking
768_woman_SD_0227.jpg,aug_ai_01448.jpg,rotation
SPDUSSGK7S.jpg,aug_ai_01449.jpg,rotation
1B36A7BUFG.jpg,aug_ai_01450.jpg,masking
fake_Deepfakes_051_332_0.jpg,aug_ai_01451.jpg,color_jitter
fake_FaceSwap_863_853_0.jpg,aug_ai_01452.jpg,rotation
dfdc_validation_fake_ebywfrmhtd_176_0.jpg,aug_ai_01453.jpg,brightness_shift
VV9SFM6TZ2.jpg,aug_ai_01454.jpg,noise_injection
dfdc_train_fake_arrhsnjqku_186_0.jpg,aug_ai_01455.jpg,masking
OHN0SN4RSC.jpg,aug_ai_01456.jpg,rotation
90BKYYIB2U.jpg,aug_ai_01457.jpg,color_jitter
dfdc_train_fake_byofowlkki_192_0.jpg,aug_ai_01458.jpg,gaussian_blur
celebdf_val_id35_id23_0001_frame0_face2.jpg,aug_ai_01459.jpg,horizontal_flip
dfdc_train_fake_czfunozvwp_135_1.jpg,aug_ai_01460.jpg,rotation
fake_Deepfakes_864_839_1.jpg,aug_ai_01461.jpg,gaussian_blur
512_man_SD_0212.jpg,aug_ai_01462.jpg,horizontal_flip
dfdc_train_fake_eepezmygaq_295_0.jpg,aug_ai_01463.jpg,rotation
ICMHFA7V5F.jpg,aug_ai_01464.jpg,color_jitter
SJULLE4I9I.jpg,aug_ai_01465.jpg,gaussian_blur
AVXLP92LU7.jpg,aug_ai_01466.jpg,noise_injection
RE2RHJHS5G.jpg,aug_ai_01467.jpg,rotation
Q7E5G7YXJ4.jpg,aug_ai_01468.jpg,rotation
fake_NeuralTextures_205_184_0.jpg,aug_ai_01469.jpg,noise_injection
512_woman_SD_0293.jpg,aug_ai_01470.jpg,horizontal_flip
H4CJ2ODEEL.jpg,aug_ai_01471.jpg,noise_injection
fake_FaceShifter_483_370_1.jpg,aug_ai_01472.jpg,gaussian_blur
celebdf_train_id23_id20_0000_frame240_face5.jpg,aug_ai_01473.jpg,horizontal_flip
celebdf_train_id31_id2_0003_frame0_face1.jpg,aug_ai_01474.jpg,rotation
dfdc_validation_fake_avssvvsdhz_232_0.jpg,aug_ai_01475.jpg,rotation
O1T44T7633.jpg,aug_ai_01476.jpg,rotation
NPUURBTVLA.jpg,aug_ai_01477.jpg,rotation
fake_FaceSwap_144_122_1.jpg,aug_ai_01478.jpg,brightness_shift
fake_Deepfakes_049_946_0.jpg,aug_ai_01479.jpg,brightness_shift
dfdc_train_fake_emgjphonqb_134_0.jpg,aug_ai_01480.jpg,gaussian_blur
IJBYU0UVD2.jpg,aug_ai_01481.jpg,color_jitter
WV07ZDHNZC.jpg,aug_ai_01482.jpg,masking
celebdf_test_id16_id9_0010_frame300_face6.jpg,aug_ai_01483.jpg,gaussian_blur
WP9PK2HTVS.jpg,aug_ai_01484.jpg,noise_injection
2T2VJT116N.jpg,aug_ai_01485.jpg,masking
celebdf_train_id24_id23_0007_frame300_face11.jpg,aug_ai_01486.jpg,rotation
dfdc_train_fake_bnbuonyoje_187_0.jpg,aug_ai_01487.jpg,rotation
HO8ILNUHBP.jpg,aug_ai_01488.jpg,rotation
0USU5OAJOJ.jpg,aug_ai_01489.jpg,gaussian_blur
dfdc_train_fake_bourlmzsio_251_0.jpg,aug_ai_01490.jpg,masking
fake_Face2Face_309_303_1.jpg,aug_ai_01491.jpg,color_jitter
dfdc_train_fake_amowujxmzc_184_0.jpg,aug_ai_01492.jpg,gaussian_blur
dfdc_train_fake_bdbhekrrwo_280_0.jpg,aug_ai_01493.jpg,gaussian_blur
DUN5RRJ539.jpg,aug_ai_01494.jpg,brightness_shift
8UN6OTNNDD.jpg,aug_ai_01495.jpg,color_jitter
S3J08REL42.jpg,aug_ai_01496.jpg,brightness_shift
fake_Deepfakes_058_039_1.jpg,aug_ai_01497.jpg,gaussian_blur
4AAT1KPAA3.jpg,aug_ai_01498.jpg,color_jitter
768_man_SD_0818.jpg,aug_ai_01499.jpg,masking
TOJ00BPB46.jpg,aug_ai_01500.jpg,noise_injection
TBT8LECXLC.jpg,aug_ai_01501.jpg,horizontal_flip
celebdf_test_id1_id37_0003_frame240_face5.jpg,aug_ai_01502.jpg,masking
U7DSPHKE2B.jpg,aug_ai_01503.jpg,rotation
YOFMUJDU3T.jpg,aug_ai_01504.jpg,noise_injection
QGM5HLRXAP.jpg,aug_ai_01505.jpg,noise_injection
HT7RXY6G2A.jpg,aug_ai_01506.jpg,rotation
dfdc_train_fake_dcamvmuors_237_0.jpg,aug_ai_01507.jpg,rotation
3BWBPDDRU8.jpg,aug_ai_01508.jpg,rotation
L6FYMLGRSU.jpg,aug_ai_01509.jpg,horizontal_flip
celebdf_train_id20_id25_0002_frame240_face5.jpg,aug_ai_01510.jpg,gaussian_blur
fake_Face2Face_695_422_0.jpg,aug_ai_01511.jpg,brightness_shift
dfdc_train_fake_deyyistcrd_268_0.jpg,aug_ai_01512.jpg,noise_injection
67DOE5IZDF.jpg,aug_ai_01513.jpg,brightness_shift
VWQCQJC8TB.jpg,aug_ai_01514.jpg,masking
celebdf_train_id25_id19_0002_frame300_face8.jpg,aug_ai_01515.jpg,gaussian_blur
dfdc_train_fake_acifjvzvpm_282_0.jpg,aug_ai_01516.jpg,horizontal_flip
celebdf_train_id20_id1_0007_frame180_face4.jpg,aug_ai_01517.jpg,gaussian_blur
YB78RHS1XL.jpg,aug_ai_01518.jpg,brightness_shift
F1D5F5E387.jpg,aug_ai_01519.jpg,rotation
512_man_SD_0148.jpg,aug_ai_01520.jpg,brightness_shift
fake_NeuralTextures_127_129_0.jpg,aug_ai_01521.jpg,gaussian_blur
dfdc_train_fake_adohikbdaz_106_0.jpg,aug_ai_01522.jpg,color_jitter
JIE8KBYY9E.jpg,aug_ai_01523.jpg,brightness_shift
celebdf_train_id1_id6_0005_frame240_face5.jpg,aug_ai_01524.jpg,rotation
M0MO2PTJAD.jpg,aug_ai_01525.jpg,masking
9HW6HNYOG9.jpg,aug_ai_01526.jpg,color_jitter
72Z9QIMQXT.jpg,aug_ai_01527.jpg,rotation
6MS5YI8EN5.jpg,aug_ai_01528.jpg,masking
0LK0LGSO1Z.jpg,aug_ai_01529.jpg,gaussian_blur
DA57I74CWL.jpg,aug_ai_01530.jpg,color_jitter
dfdc_train_fake_bvgwelbeof_233_0.jpg,aug_ai_01531.jpg,horizontal_flip
PB9AA9JJH8.jpg,aug_ai_01532.jpg,brightness_shift
celebdf_train_id2_id26_0000_frame300_face7.jpg,aug_ai_01533.jpg,horizontal_flip
768_woman_SD_0932.jpg,aug_ai_01534.jpg,brightness_shift
LDOFARIJMF.jpg,aug_ai_01535.jpg,noise_injection
F8M7KMFI5H.jpg,aug_ai_01536.jpg,rotation
fake_FaceShifter_318_334_0.jpg,aug_ai_01537.jpg,noise_injection
9V44IHVZJA.jpg,aug_ai_01538.jpg,brightness_shift
YRXDZDKV7A.jpg,aug_ai_01539.jpg,horizontal_flip
fake_NeuralTextures_534_490_1.jpg,aug_ai_01540.jpg,masking
celebdf_train_id33_id30_0004_frame240_face7.jpg,aug_ai_01541.jpg,rotation
fake_Deepfakes_705_707_1.jpg,aug_ai_01542.jpg,brightness_shift
OL05F9VFQA.jpg,aug_ai_01543.jpg,brightness_shift
37V01ZMFD5.jpg,aug_ai_01544.jpg,masking
fake_Deepfakes_224_197_1.jpg,aug_ai_01545.jpg,gaussian_blur
dfdc_train_fake_bqhtpqmmqp_102_0.jpg,aug_ai_01546.jpg,gaussian_blur
fake_DeepFakeDetection_14_03__walking_down_indoor_hall_disgust__KJ221YN0_1.jpg,aug_ai_01547.jpg,brightness_shift
TIVVVDZH6I.jpg,aug_ai_01548.jpg,brightness_shift
OGW432RTG4.jpg,aug_ai_01549.jpg,color_jitter
celebdf_val_id48_id42_0004_frame300_face6.jpg,aug_ai_01550.jpg,rotation
XFU0FADG1O.jpg,aug_ai_01551.jpg,gaussian_blur
55LAZAW9U4.jpg,aug_ai_01552.jpg,brightness_shift
ZGMQK4GH24.jpg,aug_ai_01553.jpg,noise_injection
dfdc_train_fake_etohcvnzbj_27_0.jpg,aug_ai_01554.jpg,gaussian_blur
K6IM5VR2E0.jpg,aug_ai_01555.jpg,horizontal_flip
celebdf_train_id0_id2_0005_frame0_face1.jpg,aug_ai_01556.jpg,color_jitter
VP3TLSC42P.jpg,aug_ai_01557.jpg,horizontal_flip
QRLXQFRUBQ.jpg,aug_ai_01558.jpg,masking
1DLT35JKI9.jpg,aug_ai_01559.jpg,brightness_shift
4YU0WE12RY.jpg,aug_ai_01560.jpg,rotation
512_woman_SD_0380.jpg,aug_ai_01561.jpg,brightness_shift
fake_Face2Face_189_200_1.jpg,aug_ai_01562.jpg,rotation
92IO9U4MGJ.jpg,aug_ai_01563.jpg,rotation
TIGF1G965H.jpg,aug_ai_01564.jpg,color_jitter
S7TZTQIQMP.jpg,aug_ai_01565.jpg,brightness_shift
dfdc_train_fake_dptbnjnkdg_186_0.jpg,aug_ai_01566.jpg,color_jitter
L8D9FLGU7J.jpg,aug_ai_01567.jpg,noise_injection
A02GOTLWV5.jpg,aug_ai_01568.jpg,noise_injection
K1CNN4X1VO.jpg,aug_ai_01569.jpg,color_jitter
F9Y5YBX3MW.jpg,aug_ai_01570.jpg,rotation
dfdc_train_fake_aapnvogymq_212_1.jpg,aug_ai_01571.jpg,brightness_shift
8DS9SGRT8T.jpg,aug_ai_01572.jpg,masking
BLRVMJ1BT7.jpg,aug_ai_01573.jpg,noise_injection
dfdc_train_fake_bqnymlsayl_254_1.jpg,aug_ai_01574.jpg,horizontal_flip
celebdf_train_id19_id22_0001_frame300_face6.jpg,aug_ai_01575.jpg,gaussian_blur
fake_NeuralTextures_541_523_0.jpg,aug_ai_01576.jpg,horizontal_flip
celebdf_train_id40_id42_0001_frame60_face2.jpg,aug_ai_01577.jpg,noise_injection
EPU9GEES6W.jpg,aug_ai_01578.jpg,color_jitter
4KGDP81NA7.jpg,aug_ai_01579.jpg,color_jitter
UJD7KMCNZE.jpg,aug_ai_01580.jpg,masking
dfdc_train_fake_ebkzwjgjhq_191_0.jpg,aug_ai_01581.jpg,brightness_shift
14BCS7E7SE.jpg,aug_ai_01582.jpg,rotation
dfdc_train_fake_bbhpvrmbse_297_0.jpg,aug_ai_01583.jpg,noise_injection
37CZDR9BJY.jpg,aug_ai_01584.jpg,masking
dfdc_train_fake_eixwxvxbbn_268_0.jpg,aug_ai_01585.jpg,color_jitter
WHG5FR0K77.jpg,aug_ai_01586.jpg,gaussian_blur
PJT4TE5LHM.jpg,aug_ai_01587.jpg,horizontal_flip
DM7IO93KHZ.jpg,aug_ai_01588.jpg,color_jitter
LJL79Q3115.jpg,aug_ai_01589.jpg,rotation
9S94NY8I9H.jpg,aug_ai_01590.jpg,rotation
DT194Q4OAC.jpg,aug_ai_01591.jpg,horizontal_flip
LMHCYDQY4F.jpg,aug_ai_01592.jpg,masking
fake_FaceSwap_808_829_0.jpg,aug_ai_01593.jpg,rotation
dfdc_train_fake_aevrfsexku_65_0.jpg,aug_ai_01594.jpg,brightness_shift
celebdf_train_id56_id55_0007_frame0_face1.jpg,aug_ai_01595.jpg,brightness_shift
fake_FaceSwap_903_792_1.jpg,aug_ai_01596.jpg,gaussian_blur
HDWEPW88GC.jpg,aug_ai_01597.jpg,gaussian_blur
dfdc_train_fake_bsfmwclnqy_220_0.jpg,aug_ai_01598.jpg,brightness_shift
HNIE5821UI.jpg,aug_ai_01599.jpg,horizontal_flip
512_man_SD_1450.jpg,aug_ai_01600.jpg,brightness_shift
1024_man_men_0701.jpg,aug_ai_01601.jpg,noise_injection
GPWOGDJ0VC.jpg,aug_ai_01602.jpg,noise_injection
512_woman_SD_0321.jpg,aug_ai_01603.jpg,color_jitter
5LBM09FQ81.jpg,aug_ai_01604.jpg,rotation
DUSPZFOR6V.jpg,aug_ai_01605.jpg,masking
4VS6AA3F78.jpg,aug_ai_01606.jpg,rotation
fake_FaceShifter_007_132_0.jpg,aug_ai_01607.jpg,masking
dfdc_train_fake_bpxckdzddv_210_0.jpg,aug_ai_01608.jpg,gaussian_blur
fake_Face2Face_960_999_1.jpg,aug_ai_01609.jpg,masking
fake_Face2Face_293_296_0.jpg,aug_ai_01610.jpg,brightness_shift
ROOVG1RTUI.jpg,aug_ai_01611.jpg,color_jitter
IO695Y0D56.jpg,aug_ai_01612.jpg,color_jitter
dfdc_train_fake_bwuwstvsbw_51_0.jpg,aug_ai_01613.jpg,masking
AO7DC45BCN.jpg,aug_ai_01614.jpg,horizontal_flip
ODQOGITYK2.jpg,aug_ai_01615.jpg,color_jitter
IEKOMPJ450.jpg,aug_ai_01616.jpg,horizontal_flip
dfdc_train_fake_egbbcxcuqy_135_0.jpg,aug_ai_01617.jpg,masking
M1OBK4JGDU.jpg,aug_ai_01618.jpg,gaussian_blur
PDMRPWS53E.jpg,aug_ai_01619.jpg,gaussian_blur
WNT69FXEKC.jpg,aug_ai_01620.jpg,gaussian_blur
VD9DB55CRH.jpg,aug_ai_01621.jpg,rotation
fake_DeepFakeDetection_06_12__podium_speech_happy__0VR4Y891_0.jpg,aug_ai_01622.jpg,masking
celebdf_val_id43_id42_0002_frame120_face7.jpg,aug_ai_01623.jpg,gaussian_blur
fake_DeepFakeDetection_02_27__hugging_happy__GVFLSZD5_0.jpg,aug_ai_01624.jpg,gaussian_blur
dfdc_validation_fake_aagfhgtpmv_283_0.jpg,aug_ai_01625.jpg,brightness_shift
P5UOU9F0V6.jpg,aug_ai_01626.jpg,masking
fake_FaceSwap_583_558_0.jpg,aug_ai_01627.jpg,rotation
AROAXXHBRZ.jpg,aug_ai_01628.jpg,color_jitter
S1P0M46J5E.jpg,aug_ai_01629.jpg,gaussian_blur
899YCCBF28.jpg,aug_ai_01630.jpg,brightness_shift
768_woman_SD_0951.jpg,aug_ai_01631.jpg,color_jitter
512_woman_SD_1367.jpg,aug_ai_01632.jpg,brightness_shift
dfdc_train_fake_dhevettufk_289_0.jpg,aug_ai_01633.jpg,masking
V5Q3SW707D.jpg,aug_ai_01634.jpg,masking
HKI4XBVQT2.jpg,aug_ai_01635.jpg,masking
dfdc_train_fake_bqhtpqmmqp_165_0.jpg,aug_ai_01636.jpg,gaussian_blur
dfdc_validation_fake_ensyyivobf_112_1.jpg,aug_ai_01637.jpg,gaussian_blur
1024_man_men_0966.jpg,aug_ai_01638.jpg,brightness_shift
C1VQ9ODBFV.jpg,aug_ai_01639.jpg,noise_injection
dfdc_train_fake_cfyduhpbps_37_0.jpg,aug_ai_01640.jpg,rotation
dfdc_train_fake_dkdwxmtpuo_283_0.jpg,aug_ai_01641.jpg,rotation
dfdc_train_fake_adohikbdaz_147_0.jpg,aug_ai_01642.jpg,noise_injection
dfdc_train_fake_dakqwktlbi_222_0.jpg,aug_ai_01643.jpg,masking
dfdc_train_fake_aklqzsddfl_29_0.jpg,aug_ai_01644.jpg,masking
dfdc_train_fake_alninxcyhg_271_0.jpg,aug_ai_01645.jpg,gaussian_blur
fake_FaceSwap_371_367_1.jpg,aug_ai_01646.jpg,color_jitter
fake_NeuralTextures_979_875_1.jpg,aug_ai_01647.jpg,masking
LB8ERQSUUP.jpg,aug_ai_01648.jpg,gaussian_blur
6W4CQXNWQA.jpg,aug_ai_01649.jpg,masking
GEV2I55DKH.jpg,aug_ai_01650.jpg,horizontal_flip
BQDHK4DU1X.jpg,aug_ai_01651.jpg,masking
dfdc_train_fake_erqgqacbqe_99_0.jpg,aug_ai_01652.jpg,brightness_shift
IW7TJUH9A3.jpg,aug_ai_01653.jpg,color_jitter
0DHJ28FUF5.jpg,aug_ai_01654.jpg,masking
0Q0S6UMK25.jpg,aug_ai_01655.jpg,horizontal_flip
dfdc_train_fake_dgzklxjmix_221_0.jpg,aug_ai_01656.jpg,gaussian_blur
D188DS2D59.jpg,aug_ai_01657.jpg,rotation
JKHLG1ZIE0.jpg,aug_ai_01658.jpg,horizontal_flip
2VTSY6LA58.jpg,aug_ai_01659.jpg,noise_injection
2ERJXR24FE.jpg,aug_ai_01660.jpg,gaussian_blur
7TWL8JEOXU.jpg,aug_ai_01661.jpg,color_jitter
768_woman_SD_0510.jpg,aug_ai_01662.jpg,horizontal_flip
dfdc_train_fake_dhevettufk_228_0.jpg,aug_ai_01663.jpg,color_jitter
dfdc_train_fake_bjsmaqefoi_156_0.jpg,aug_ai_01664.jpg,masking
0VSBYU29F7.jpg,aug_ai_01665.jpg,color_jitter
2HV0AAD9DM.jpg,aug_ai_01666.jpg,gaussian_blur
ai_detect_fake_743_20241130170315_A_close-up_shot_of_a_child_male_person_of_Pacific_.jpg,aug_ai_01667.jpg,rotation
dfdc_train_fake_cwsbspfzck_155_0.jpg,aug_ai_01668.jpg,masking
celebdf_train_id3_id31_0001_frame180_face4.jpg,aug_ai_01669.jpg,rotation
fake_NeuralTextures_024_073_1.jpg,aug_ai_01670.jpg,gaussian_blur
8A9RIDN2M6.jpg,aug_ai_01671.jpg,horizontal_flip
celebdf_train_id55_id51_0009_frame240_face23.jpg,aug_ai_01672.jpg,noise_injection
9GQTU7NOPB.jpg,aug_ai_01673.jpg,rotation
HN4YW665YT.jpg,aug_ai_01674.jpg,horizontal_flip
768_man_SD_1075.jpg,aug_ai_01675.jpg,rotation
7CE5N059YW.jpg,aug_ai_01676.jpg,horizontal_flip
dfdc_train_fake_ddpvuimigj_122_1.jpg,aug_ai_01677.jpg,gaussian_blur
RG0R0Z7DQX.jpg,aug_ai_01678.jpg,masking
dfdc_train_fake_bnbuonyoje_283_0.jpg,aug_ai_01679.jpg,brightness_shift
celebdf_train_id48_id42_0008_frame240_face5.jpg,aug_ai_01680.jpg,gaussian_blur
G02BR68RBQ.jpg,aug_ai_01681.jpg,rotation
dfdc_train_fake_bhsluedavd_287_0.jpg,aug_ai_01682.jpg,color_jitter
OMSNNVVWCS.jpg,aug_ai_01683.jpg,horizontal_flip
dfdc_train_fake_aczrgyricp_150_0.jpg,aug_ai_01684.jpg,noise_injection
9UZR3658DK.jpg,aug_ai_01685.jpg,masking
celebdf_test_id9_id21_0001_frame180_face4.jpg,aug_ai_01686.jpg,horizontal_flip
dfdc_train_fake_eajlrktemq_56_0.jpg,aug_ai_01687.jpg,noise_injection
fake_FaceSwap_671_677_1.jpg,aug_ai_01688.jpg,rotation
2228W3C046.jpg,aug_ai_01689.jpg,horizontal_flip
512_woman_SD_0965.jpg,aug_ai_01690.jpg,gaussian_blur
dfdc_validation_fake_agqphdxmwt_49_0.jpg,aug_ai_01691.jpg,color_jitter
73RHAHOZ0G.jpg,aug_ai_01692.jpg,color_jitter
celebdf_train_id32_id37_0002_frame120_face3.jpg,aug_ai_01693.jpg,rotation
42JGIBG7G5.jpg,aug_ai_01694.jpg,brightness_shift
6TT05PNCXR.jpg,aug_ai_01695.jpg,gaussian_blur
celebdf_train_id23_id2_0007_frame60_face2.jpg,aug_ai_01696.jpg,gaussian_blur
dfdc_train_fake_ajwpjhrbcv_110_0.jpg,aug_ai_01697.jpg,noise_injection
XDDPN4L6CT.jpg,aug_ai_01698.jpg,masking
768_woman_SD_1042.jpg,aug_ai_01699.jpg,masking
60FVC9VNCW.jpg,aug_ai_01700.jpg,brightness_shift
OPVM1U681T.jpg,aug_ai_01701.jpg,color_jitter
L3BAJU9G6V.jpg,aug_ai_01702.jpg,color_jitter
dfdc_train_fake_bghphrsfxf_226_0.jpg,aug_ai_01703.jpg,rotation
512_man_SD_0349.jpg,aug_ai_01704.jpg,horizontal_flip
A6V3B3FIHR.jpg,aug_ai_01705.jpg,rotation
fake_Deepfakes_989_993_0.jpg,aug_ai_01706.jpg,horizontal_flip
ZSAIR7IMOU.jpg,aug_ai_01707.jpg,color_jitter
59BK74NB0W.jpg,aug_ai_01708.jpg,noise_injection
LW30200T8S.jpg,aug_ai_01709.jpg,noise_injection
II00KGC0UR.jpg,aug_ai_01710.jpg,rotation
YBRHNKXDX9.jpg,aug_ai_01711.jpg,gaussian_blur
celebdf_train_id29_id30_0003_frame240_face6.jpg,aug_ai_01712.jpg,horizontal_flip
WZBR864XOC.jpg,aug_ai_01713.jpg,gaussian_blur
fake_FaceSwap_172_582_0.jpg,aug_ai_01714.jpg,brightness_shift
dfdc_train_fake_bweezhfpzp_255_0.jpg,aug_ai_01715.jpg,horizontal_flip
dfdc_validation_fake_aneclqfpbt_288_0.jpg,aug_ai_01716.jpg,gaussian_blur
LJUSKSZRMI.jpg,aug_ai_01717.jpg,noise_injection
C42NEAZ8HZ.jpg,aug_ai_01718.jpg,horizontal_flip
celebdf_val_id34_id37_0006_frame120_face3.jpg,aug_ai_01719.jpg,horizontal_flip
J9TTXX5I5U.jpg,aug_ai_01720.jpg,rotation
768_man_SD_0868.jpg,aug_ai_01721.jpg,brightness_shift
HXXLKE9LTR.jpg,aug_ai_01722.jpg,gaussian_blur
dfdc_train_fake_acxwigylke_89_0.jpg,aug_ai_01723.jpg,noise_injection
dfdc_train_fake_dbhoxkblzx_119_0.jpg,aug_ai_01724.jpg,rotation
celebdf_val_id0_id1_0009_frame240_face5.jpg,aug_ai_01725.jpg,gaussian_blur
512_woman_SD_0142.jpg,aug_ai_01726.jpg,noise_injection
36GZUGT0X2.jpg,aug_ai_01727.jpg,noise_injection
fake_Face2Face_543_559_1.jpg,aug_ai_01728.jpg,gaussian_blur
PJQOXIGZ9O.jpg,aug_ai_01729.jpg,color_jitter
RGGJB6CVUS.jpg,aug_ai_01730.jpg,brightness_shift
dfdc_train_fake_efdyrflcpg_126_0.jpg,aug_ai_01731.jpg,brightness_shift
FN829LYGXF.jpg,aug_ai_01732.jpg,noise_injection
fake_FaceShifter_313_283_0.jpg,aug_ai_01733.jpg,gaussian_blur
dfdc_validation_fake_cttqtsjvgn_64_0.jpg,aug_ai_01734.jpg,masking
fake_FaceSwap_887_275_1.jpg,aug_ai_01735.jpg,gaussian_blur
MQ2NL1CR3F.jpg,aug_ai_01736.jpg,gaussian_blur
1024_woman_SD_0112.jpg,aug_ai_01737.jpg,brightness_shift
O1AO46NM2F.jpg,aug_ai_01738.jpg,brightness_shift
512_woman_SD_0170.jpg,aug_ai_01739.jpg,color_jitter
B3QIQ1PR3E.jpg,aug_ai_01740.jpg,noise_injection
512_woman_SD_0758.jpg,aug_ai_01741.jpg,horizontal_flip
VSNZTA20CJ.jpg,aug_ai_01742.jpg,color_jitter
S7Z4FHGM0G.jpg,aug_ai_01743.jpg,horizontal_flip
